7166313473872366
5571954845426364
4602692652884083
3967634341584301
3427698079357141.5
3017306466431453
2727238646567921
2475643051052737.5
2270994374881931
2070166506847659.3
1918562636516741
1787550944592876
1684894977213053.8
1559166984291020.8
1465265204490993
1392001480304190
